,entry_discipline,entry_category,entry_rank,athlete_firstname,athlete_lastname,athlete_country,athlete_speed_personal_best_score,event_name,event_location,event_year,event_month,event_day,athlete_age_at_event,athlete_max_rank,athlete_country_total_gold,athlete_country_total_silver,athlete_country_total_bronze,athlete_country_population,athlete_fullname,athlete_country_gold_per_capita,athlete_country_silver_per_capita,athlete_country_bronze_per_capita,athlete_golds_per_discipline
0,boulder,women,1,Giulia,MEDICI,ITA,10.99,FISU University Championships Koper 2024,Koper,2024,9,8,25,1,24,21,23,58986023,"MEDICI, Giulia",4.068760492633992,3.5601654310547435,3.8992288054409094,1
1,boulder,women,2,Sandra,LETTNER,AUT,9.07,FISU University Championships Koper 2024,Koper,2024,9,8,23,1,25,35,33,9178482,"LETTNER, Sandra",27.237619466922744,38.13266725369184,35.95365769633802,1
2,boulder,women,3,Roxana,WIENAND,DEU,10.88,FISU University Championships Koper 2024,Koper,2024,9,8,24,3,16,17,21,83510950,"WIENAND, Roxana",1.9159164157514674,2.035661191735934,2.514640295673801,0
3,boulder,women,4,Mia,AOYAGI,JPN,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,21,3,79,96,77,123975371,"AOYAGI, Mia",6.372233401100289,7.743473500071236,6.210911036515471,0
4,boulder,women,5,Ryu,NAKAGAWA,JPN,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,20,1,79,96,77,123975371,"NAKAGAWA, Ryu",6.372233401100289,7.743473500071236,6.210911036515471,1
5,boulder,women,6,Ai,TAKEUCHI,JPN,7.78,FISU University Championships Koper 2024,Koper,2024,9,8,19,6,79,96,77,123975371,"TAKEUCHI, Ai",6.372233401100289,7.743473500071236,6.210911036515471,0
6,boulder,women,7,Louise,FLOCKHART,GBR,10.91,FISU University Championships Koper 2024,Koper,2024,9,8,20,4,17,13,15,69226000,"FLOCKHART, Louise",2.455724727703464,1.8779071447144138,2.166815936208939,0
7,boulder,women,8,Valentina,AGUADO,ARG,9.92,FISU University Championships Koper 2024,Koper,2024,9,8,23,2,1,6,1,45696159,"AGUADO, Valentina",0.21883677356777403,1.313020641406644,0.21883677356777403,0
8,boulder,women,9,Irina,DAZIANO,ITA,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,20,2,24,21,23,58986023,"DAZIANO, Irina",4.068760492633992,3.5601654310547435,3.8992288054409094,0
9,boulder,women,10,Sana,OGURA,JPN,12.31,FISU University Championships Koper 2024,Koper,2024,9,8,19,10,79,96,77,123975371,"OGURA, Sana",6.372233401100289,7.743473500071236,6.210911036515471,0
10,boulder,women,1,Lianet,CASTILLO,VEN,999.99,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,21,1,1,0,0,28405543,"CASTILLO, Lianet",0.35204396550349343,0.0,0.0,1
11,boulder,women,2,Valentina,AGUADO,ARG,9.92,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,23,2,1,6,1,45696159,"AGUADO, Valentina",0.21883677356777403,1.313020641406644,0.21883677356777403,0
12,boulder,women,3,Alejandra,CONTRERAS,CHL,9.11,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,23,1,5,3,4,19764771,"CONTRERAS, Alejandra",2.5297535701273746,1.5178521420764246,2.0238028561019,1
13,boulder,women,4,Martina,CASTRO,CHL,999.99,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,19,4,5,3,4,19764771,"CASTRO, Martina",2.5297535701273746,1.5178521420764246,2.0238028561019,0
14,boulder,women,5,Anja,KÖHLER ,BRA,12.87,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,20,1,2,2,2,211998573,"KÖHLER , Anja",0.09434025765824376,0.09434025765824376,0.09434025765824376,1
15,boulder,women,6,Mariana,HANGGI CORREIA,BRA,999.99,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,18,3,2,2,2,211998573,"HANGGI CORREIA, Mariana",0.09434025765824376,0.09434025765824376,0.09434025765824376,0
16,boulder,women,7,Marian Kiara Luna,MICHERI,ARG,999.99,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,19,1,1,6,1,45696159,"MICHERI, Marian Kiara Luna",0.21883677356777403,1.313020641406644,0.21883677356777403,1
17,boulder,women,8,Camila,GONZALEZ,CHL,999.99,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,20,6,5,3,4,19764771,"GONZALEZ, Camila",2.5297535701273746,1.5178521420764246,2.0238028561019,0
18,boulder,women,9,Matilde,CABEZAS,CHL,999.99,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,17,3,5,3,4,19764771,"CABEZAS, Matilde",2.5297535701273746,1.5178521420764246,2.0238028561019,0
19,boulder,women,10,Saray,GARCIA,COL,999.99,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,18,4,0,0,0,52886363,"GARCIA, Saray",0.0,0.0,0.0,0
20,boulder,women,1,Marian Kiara Luna,MICHERI,ARG,999.99,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,19,1,1,6,1,45696159,"MICHERI, Marian Kiara Luna",0.21883677356777403,1.313020641406644,0.21883677356777403,1
21,boulder,women,2,Valentina,AGUADO,ARG,9.92,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,23,2,1,6,1,45696159,"AGUADO, Valentina",0.21883677356777403,1.313020641406644,0.21883677356777403,0
22,boulder,women,3,Mariana,HANGGI CORREIA,BRA,999.99,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,17,3,2,2,2,211998573,"HANGGI CORREIA, Mariana",0.09434025765824376,0.09434025765824376,0.09434025765824376,0
23,boulder,women,4,Saray,GARCIA,COL,999.99,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,18,4,0,0,0,52886363,"GARCIA, Saray",0.0,0.0,0.0,0
24,boulder,women,5,Matilde,CABEZAS,CHL,999.99,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,17,3,5,3,4,19764771,"CABEZAS, Matilde",2.5297535701273746,1.5178521420764246,2.0238028561019,0
25,boulder,women,6,Isabella,GARCIA,COL,999.99,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,20,5,0,0,0,52886363,"GARCIA, Isabella",0.0,0.0,0.0,0
26,boulder,women,7,Maya,VÁSQUEZ,CHL,999.99,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,17,6,5,3,4,19764771,"VÁSQUEZ, Maya",2.5297535701273746,1.5178521420764246,2.0238028561019,0
27,boulder,women,8,Anja,KÖHLER ,BRA,12.87,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,20,1,2,2,2,211998573,"KÖHLER , Anja",0.09434025765824376,0.09434025765824376,0.09434025765824376,1
28,boulder,women,9,Malena,TORREJON BOYADJIAN,ARG,999.99,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,18,8,1,6,1,45696159,"TORREJON BOYADJIAN, Malena",0.21883677356777403,1.313020641406644,0.21883677356777403,0
29,boulder,women,10,Eluney Amancay,HUENUPI,ARG,999.99,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,18,10,1,6,1,45696159,"HUENUPI, Eluney Amancay",0.21883677356777403,1.313020641406644,0.21883677356777403,0
30,speed,women,1,Franziska,RITTER,DEU,7.12,IFSC European Cup Lublin 2024,Lublin,2024,3,15,20,1,16,17,21,83510950,"RITTER, Franziska",1.9159164157514674,2.035661191735934,2.514640295673801,2
31,speed,women,2,Beatrice,COLLI,ITA,6.84,IFSC European Cup Lublin 2024,Lublin,2024,3,15,19,2,24,21,23,58986023,"COLLI, Beatrice",4.068760492633992,3.5601654310547435,3.8992288054409094,0
32,speed,women,3,Aleksandra,MIROSLAW,POL,6.06,IFSC European Cup Lublin 2024,Lublin,2024,3,15,30,1,31,26,27,36554707,"MIROSLAW, Aleksandra",8.480440015563522,7.1126271098274705,7.386189690974681,15
33,speed,women,4,Carla,MARTÍNEZ VIDAL,ESP,7.12,IFSC European Cup Lublin 2024,Lublin,2024,3,15,21,1,13,15,10,48807137,"MARTÍNEZ VIDAL, Carla",2.6635448827904,3.073321018604308,2.048880679069539,2
34,speed,women,5,Patrycja,CHUDZIAK,POL,6.93,IFSC European Cup Lublin 2024,Lublin,2024,3,15,26,2,31,26,27,36554707,"CHUDZIAK, Patrycja",8.480440015563522,7.1126271098274705,7.386189690974681,0
35,speed,women,6,Leslie Adriana,ROMERO PÉREZ,ESP,6.86,IFSC European Cup Lublin 2024,Lublin,2024,3,15,25,1,13,15,10,48807137,"ROMERO PÉREZ, Leslie Adriana",2.6635448827904,3.073321018604308,2.048880679069539,4
36,speed,women,7,Anna,BROZEK,POL,7.26,IFSC European Cup Lublin 2024,Lublin,2024,3,15,28,1,31,26,27,36554707,"BROZEK, Anna",8.480440015563522,7.1126271098274705,7.386189690974681,2
37,speed,women,8,Erica,PISCOPO,ITA,8.22,IFSC European Cup Lublin 2024,Lublin,2024,3,15,20,4,24,21,23,58986023,"PISCOPO, Erica",4.068760492633992,3.5601654310547435,3.8992288054409094,0
38,speed,women,9,Giulia,RANDI ,ITA,6.85,IFSC European Cup Lublin 2024,Lublin,2024,3,15,21,1,24,21,23,58986023,"RANDI , Giulia",4.068760492633992,3.5601654310547435,3.8992288054409094,1
39,speed,women,10,Maria,SZWED,POL,7.91,IFSC European Cup Lublin 2024,Lublin,2024,3,15,19,2,31,26,27,36554707,"SZWED, Maria",8.480440015563522,7.1126271098274705,7.386189690974681,0
40,speed,men,1,Gian Luca,ZODDA,ITA,5.3,IFSC European Cup Lublin 2024,Lublin,2024,3,15,24,1,24,21,23,58986023,"ZODDA, Gian Luca",4.068760492633992,3.5601654310547435,3.8992288054409094,2
41,speed,men,2,Luca,ROBBIATI,ITA,5.28,IFSC European Cup Lublin 2024,Lublin,2024,3,15,20,2,24,21,23,58986023,"ROBBIATI, Luca",4.068760492633992,3.5601654310547435,3.8992288054409094,0
42,speed,men,3,Marcin,DZIENSKI,POL,5.27,IFSC European Cup Lublin 2024,Lublin,2024,3,15,31,1,31,26,27,36554707,"DZIENSKI, Marcin",8.480440015563522,7.1126271098274705,7.386189690974681,7
43,speed,men,4,Kevin,AMON,AUT,5.3,IFSC European Cup Lublin 2024,Lublin,2024,3,15,19,3,25,35,33,9178482,"AMON, Kevin",27.237619466922744,38.13266725369184,35.95365769633802,0
44,speed,men,5,Yaroslav,TKACH,UKR,5.09,IFSC European Cup Lublin 2024,Lublin,2024,3,15,22,1,14,25,20,37860221,"TKACH, Yaroslav",3.697812540502603,6.603236679468934,5.282589343575147,2
45,speed,men,6,Hryhorii,ILCHYSHYN,UKR,5.09,IFSC European Cup Lublin 2024,Lublin,2024,3,15,19,1,14,25,20,37860221,"ILCHYSHYN, Hryhorii",3.697812540502603,6.603236679468934,5.282589343575147,2
46,speed,men,7,Erik,NOYA CARDONA,ESP,5.01,IFSC European Cup Lublin 2024,Lublin,2024,3,15,30,1,13,15,10,48807137,"NOYA CARDONA, Erik",2.6635448827904,3.073321018604308,2.048880679069539,3
47,speed,men,8,Leander,CARMANNS,DEU,5.06,IFSC European Cup Lublin 2024,Lublin,2024,3,15,19,4,16,17,21,83510950,"CARMANNS, Leander",1.9159164157514674,2.035661191735934,2.514640295673801,0
48,speed,men,9,Lawrence,BOGESCHDORFER,AUT,5.86,IFSC European Cup Lublin 2024,Lublin,2024,3,15,21,1,25,35,33,9178482,"BOGESCHDORFER, Lawrence",27.237619466922744,38.13266725369184,35.95365769633802,1
49,speed,men,10,Ludovico,FOSSALI,ITA,4.97,IFSC European Cup Lublin 2024,Lublin,2024,3,15,26,1,24,21,23,58986023,"FOSSALI, Ludovico",4.068760492633992,3.5601654310547435,3.8992288054409094,5
50,boulder,men,1,Joaquin,URRUTIA,CHL,14.48,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,19,1,5,3,4,19764771,"URRUTIA, Joaquin",2.5297535701273746,1.5178521420764246,2.0238028561019,2
51,boulder,men,2,Rodrigo,IASI HANADA,BRA,999.99,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,22,1,2,2,2,211998573,"IASI HANADA, Rodrigo",0.09434025765824376,0.09434025765824376,0.09434025765824376,1
52,boulder,men,3,Christian,WAGNER,CHL,8.38,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,21,3,5,3,4,19764771,"WAGNER, Christian",2.5297535701273746,1.5178521420764246,2.0238028561019,0
53,boulder,men,4,Kenu,PUERTA WONG,PER,8.55,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,18,4,0,2,1,34217848,"PUERTA WONG, Kenu",0.0,0.5844902929021135,0.29224514645105676,0
54,boulder,men,5,Dante,CABALLERO,CHL,999.99,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,17,5,5,3,4,19764771,"CABALLERO, Dante",2.5297535701273746,1.5178521420764246,2.0238028561019,0
55,boulder,men,6,Andrés,ORTEGA FOSADO,MEX,999.99,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,19,6,0,0,0,130861007,"ORTEGA FOSADO, Andrés",0.0,0.0,0.0,0
56,boulder,men,7,Alejo,SUTER,ARG,999.99,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,17,4,1,6,1,45696159,"SUTER, Alejo",0.21883677356777403,1.313020641406644,0.21883677356777403,0
57,boulder,men,8,Diego,LEQUERICA BUSCAGLIA,PER,6.89,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,29,2,0,2,1,34217848,"LEQUERICA BUSCAGLIA, Diego",0.0,0.5844902929021135,0.29224514645105676,0
58,boulder,men,9,Jeronimo,BOQUE BISCAYART,ARG,999.99,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,26,9,1,6,1,45696159,"BOQUE BISCAYART, Jeronimo",0.21883677356777403,1.313020641406644,0.21883677356777403,0
59,boulder,men,10,Davi,CARVALHO PERES,BRA,999.99,IFSC South America Cup Mar del Plata 2024,Mar del Plata,2024,11,29,25,8,2,2,2,211998573,"CARVALHO PERES, Davi",0.09434025765824376,0.09434025765824376,0.09434025765824376,0
60,speed,women,2,Anahí,RIVEROS,CHL,8.4,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,20,2,5,3,4,19764771,"RIVEROS, Anahí",2.5297535701273746,1.5178521420764246,2.0238028561019,0
61,speed,women,4,Carmen,CONTRERAS,CHL,9.15,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,20,3,5,3,4,19764771,"CONTRERAS, Carmen",2.5297535701273746,1.5178521420764246,2.0238028561019,0
62,speed,women,5,María Deneb,SÁNCHEZ,COL,999.99,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,18,5,0,0,0,52886363,"SÁNCHEZ, María Deneb",0.0,0.0,0.0,0
63,boulder,men,1,Benjamin,VARGAS,CHL,9.07,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,25,1,5,3,4,19764771,"VARGAS, Benjamin",2.5297535701273746,1.5178521420764246,2.0238028561019,1
64,boulder,men,2,Joaquin,URRUTIA,CHL,14.48,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,19,1,5,3,4,19764771,"URRUTIA, Joaquin",2.5297535701273746,1.5178521420764246,2.0238028561019,2
65,boulder,men,3,Rodrigo,IASI HANADA,BRA,999.99,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,22,1,2,2,2,211998573,"IASI HANADA, Rodrigo",0.09434025765824376,0.09434025765824376,0.09434025765824376,1
66,boulder,men,4,Alejo,SUTER,ARG,999.99,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,17,4,1,6,1,45696159,"SUTER, Alejo",0.21883677356777403,1.313020641406644,0.21883677356777403,0
67,boulder,men,5,Diego,LEQUERICA BUSCAGLIA,PER,6.89,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,29,2,0,2,1,34217848,"LEQUERICA BUSCAGLIA, Diego",0.0,0.5844902929021135,0.29224514645105676,0
68,boulder,men,6,Dante,CABALLERO,CHL,999.99,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,17,5,5,3,4,19764771,"CABALLERO, Dante",2.5297535701273746,1.5178521420764246,2.0238028561019,0
69,boulder,men,7,Kenu,PUERTA WONG,PER,8.55,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,18,4,0,2,1,34217848,"PUERTA WONG, Kenu",0.0,0.5844902929021135,0.29224514645105676,0
70,boulder,men,8,Christian,WAGNER,CHL,8.38,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,21,3,5,3,4,19764771,"WAGNER, Christian",2.5297535701273746,1.5178521420764246,2.0238028561019,0
71,boulder,men,9,Samuel Carlos,DA SILVA,BRA,999.99,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,22,9,2,2,2,211998573,"DA SILVA, Samuel Carlos",0.09434025765824376,0.09434025765824376,0.09434025765824376,0
72,boulder,men,10,Felipe,HO FOGANHOLO,BRA,8.71,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,25,2,2,2,2,211998573,"HO FOGANHOLO, Felipe",0.09434025765824376,0.09434025765824376,0.09434025765824376,0
73,speed,men,1,Jose Tomas,LEDESMA,CHL,6.04,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,20,1,5,3,4,19764771,"LEDESMA, Jose Tomas",2.5297535701273746,1.5178521420764246,2.0238028561019,1
74,speed,men,4,Valentin,STERNIK,ARG,6.16,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,23,4,1,6,1,45696159,"STERNIK, Valentin",0.21883677356777403,1.313020641406644,0.21883677356777403,0
75,speed,men,6,Pedro,EGG,BRA,6.43,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,23,6,2,2,2,211998573,"EGG, Pedro",0.09434025765824376,0.09434025765824376,0.09434025765824376,0
76,speed,men,9,Héctor,PIÑA,VEN,5.96,IFSC South America Cup Curitiba 2024,Curitiba,2024,12,14,19,6,1,0,0,28405543,"PIÑA, Héctor",0.35204396550349343,0.0,0.0,0
77,speed,women,1,Jimin,JEONG,KOR,6.53,FISU University Championships Koper 2024,Koper,2024,9,8,20,1,30,21,25,51751065,"JEONG, Jimin",5.79698214906302,4.057887504344113,4.830818457552516,1
78,speed,women,2,Lijuan,DENG,CHN,6.18,FISU University Championships Koper 2024,Koper,2024,9,8,24,1,30,25,22,1408975000,"DENG, Lijuan",0.2129207402544403,0.1774339502120336,0.15614187618658956,5
79,speed,women,3,Giulia,RANDI ,ITA,6.85,FISU University Championships Koper 2024,Koper,2024,9,8,22,1,24,21,23,58986023,"RANDI , Giulia",4.068760492633992,3.5601654310547435,3.8992288054409094,1
80,speed,women,4,Carla,MARTÍNEZ VIDAL,ESP,7.12,FISU University Championships Koper 2024,Koper,2024,9,8,22,1,13,15,10,48807137,"MARTÍNEZ VIDAL, Carla",2.6635448827904,3.073321018604308,2.048880679069539,2
81,speed,women,5,Shaoqin,ZHANG,CHN,6.46,FISU University Championships Koper 2024,Koper,2024,9,8,24,1,30,25,22,1408975000,"ZHANG, Shaoqin",0.2129207402544403,0.1774339502120336,0.15614187618658956,1
82,speed,women,6,Valeria,MACIAS FERREIRA,MEX,8.02,FISU University Championships Koper 2024,Koper,2024,9,8,22,5,0,0,0,130861007,"MACIAS FERREIRA, Valeria",0.0,0.0,0.0,0
83,speed,women,7,Isis,ROTHFORK,USA,7.52,FISU University Championships Koper 2024,Koper,2024,9,8,20,7,39,29,28,340110988,"ROTHFORK, Isis",1.146684505235685,0.852662837226535,0.82326067042562,0
84,speed,women,8,Anahí,RIVEROS,CHL,8.4,FISU University Championships Koper 2024,Koper,2024,9,8,20,2,5,3,4,19764771,"RIVEROS, Anahí",2.5297535701273746,1.5178521420764246,2.0238028561019,0
85,speed,women,9,Natalia,KALUCKA,POL,6.45,FISU University Championships Koper 2024,Koper,2024,9,8,22,1,31,26,27,36554707,"KALUCKA, Natalia",8.480440015563522,7.1126271098274705,7.386189690974681,3
86,speed,women,10,Xiaoyu,LI,CHN,7.46,FISU University Championships Koper 2024,Koper,2024,9,8,24,10,30,25,22,1408975000,"LI, Xiaoyu",0.2129207402544403,0.1774339502120336,0.15614187618658956,0
87,lead,women,1,Tomona,TAKAO,JPN,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,19,1,79,96,77,123975371,"TAKAO, Tomona",6.372233401100289,7.743473500071236,6.210911036515471,1
88,lead,women,2,Nonoha,KUME,JPN,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,20,2,79,96,77,123975371,"KUME, Nonoha",6.372233401100289,7.743473500071236,6.210911036515471,0
89,lead,women,3,Rosa,REKAR,SVN,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,18,1,67,40,33,2126324,"REKAR, Rosa",315.0977931867392,188.1180854846204,155.19742052481183,1
90,lead,women,5,Sarah,FEICHTENSCHLAGER,AUT,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,20,5,25,35,33,9178482,"FEICHTENSCHLAGER, Sarah",27.237619466922744,38.13266725369184,35.95365769633802,0
91,lead,women,6,Mattea,PÖTZI,AUT,14.55,FISU University Championships Koper 2024,Koper,2024,9,8,24,1,25,35,33,9178482,"PÖTZI, Mattea",27.237619466922744,38.13266725369184,35.95365769633802,1
92,lead,women,8,Momoka,MIYAJIMA,JPN,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,20,8,79,96,77,123975371,"MIYAJIMA, Momoka",6.372233401100289,7.743473500071236,6.210911036515471,0
93,boulder,men,1,Niccolò Antony,SALVATORE,ITA,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,20,1,24,21,23,58986023,"SALVATORE, Niccolò Antony",4.068760492633992,3.5601654310547435,3.8992288054409094,1
94,boulder,men,2,Ao,YURIKUSA,JPN,7.61,FISU University Championships Koper 2024,Koper,2024,9,8,21,1,79,96,77,123975371,"YURIKUSA, Ao",6.372233401100289,7.743473500071236,6.210911036515471,0
95,boulder,men,3,Nicolò,SARTIRANA,ITA,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,20,3,24,21,23,58986023,"SARTIRANA, Nicolò",4.068760492633992,3.5601654310547435,3.8992288054409094,0
96,boulder,men,4,Satone,YOSHIDA,JPN,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,20,2,79,96,77,123975371,"YOSHIDA, Satone",6.372233401100289,7.743473500071236,6.210911036515471,0
97,boulder,men,5,Tim,WÜRTHNER,DEU,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,22,5,16,17,21,83510950,"WÜRTHNER, Tim",1.9159164157514674,2.035661191735934,2.514640295673801,0
98,boulder,men,6,Nathan,MONTE,USA,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,21,6,39,29,28,340110988,"MONTE, Nathan",1.146684505235685,0.852662837226535,0.82326067042562,0
99,boulder,men,7,Maximilian,LENZ,AUT,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,21,7,25,35,33,9178482,"LENZ, Maximilian",27.237619466922744,38.13266725369184,35.95365769633802,0
100,boulder,men,8,Lovro,CREP,SVN,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,19,7,67,40,33,2126324,"CREP, Lovro",315.0977931867392,188.1180854846204,155.19742052481183,0
101,boulder,men,9,Peter,KURIC,SVK,7.68,FISU University Championships Koper 2024,Koper,2024,9,8,23,9,1,0,0,5422069,"KURIC, Peter",1.8443144120814399,0.0,0.0,0
102,boulder,men,10,Yongchen,CHEN,CHN,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,22,10,30,25,22,1408975000,"CHEN, Yongchen",0.2129207402544403,0.1774339502120336,0.15614187618658956,0
103,speed,men,2,Yaroslav,TKACH,UKR,5.09,FISU University Championships Koper 2024,Koper,2024,9,8,22,1,14,25,20,37860221,"TKACH, Yaroslav",3.697812540502603,6.603236679468934,5.282589343575147,2
104,speed,men,3,Luca,ROBBIATI,ITA,5.28,FISU University Championships Koper 2024,Koper,2024,9,8,21,2,24,21,23,58986023,"ROBBIATI, Luca",4.068760492633992,3.5601654310547435,3.8992288054409094,0
105,speed,men,4,Taeung,MOON,KOR,5.67,FISU University Championships Koper 2024,Koper,2024,9,8,23,4,30,21,25,51751065,"MOON, Taeung",5.79698214906302,4.057887504344113,4.830818457552516,0
106,speed,men,5,Jie,GAO,CHN,5.47,FISU University Championships Koper 2024,Koper,2024,9,8,23,5,30,25,22,1408975000,"GAO, Jie",0.2129207402544403,0.1774339502120336,0.15614187618658956,0
107,speed,men,6,Shuto,FUJINO,JPN,5.27,FISU University Championships Koper 2024,Koper,2024,9,8,19,6,79,96,77,123975371,"FUJINO, Shuto",6.372233401100289,7.743473500071236,6.210911036515471,0
108,speed,men,7,Alessandro,GIORGIANNI,ITA,5.71,FISU University Championships Koper 2024,Koper,2024,9,8,20,7,24,21,23,58986023,"GIORGIANNI, Alessandro",4.068760492633992,3.5601654310547435,3.8992288054409094,0
109,speed,men,8,Dorian,ZEDLER,DEU,5.78,FISU University Championships Koper 2024,Koper,2024,9,8,21,7,16,17,21,83510950,"ZEDLER, Dorian",1.9159164157514674,2.035661191735934,2.514640295673801,0
110,speed,men,9,Bartlomiej,PODLEWSKI,POL,5.79,FISU University Championships Koper 2024,Koper,2024,9,8,22,9,31,26,27,36554707,"PODLEWSKI, Bartlomiej",8.480440015563522,7.1126271098274705,7.386189690974681,0
111,speed,men,10,Denys,MOZOLEVYCH,UKR,5.58,FISU University Championships Koper 2024,Koper,2024,9,8,19,8,14,25,20,37860221,"MOZOLEVYCH, Denys",3.697812540502603,6.603236679468934,5.282589343575147,0
112,lead,men,1,Hidemasa,NISHIDA,JPN,9.61,FISU University Championships Koper 2024,Koper,2024,9,8,21,1,79,96,77,123975371,"NISHIDA, Hidemasa",6.372233401100289,7.743473500071236,6.210911036515471,2
113,lead,men,2,Mototaka,ISHIZU,JPN,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,18,2,79,96,77,123975371,"ISHIZU, Mototaka",6.372233401100289,7.743473500071236,6.210911036515471,0
114,lead,men,4,Zento,MURASHITA,JPN,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,20,1,79,96,77,123975371,"MURASHITA, Zento",6.372233401100289,7.743473500071236,6.210911036515471,1
115,lead,men,6,Luka,JERMAN,SVN,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,18,6,67,40,33,2126324,"JERMAN, Luka",315.0977931867392,188.1180854846204,155.19742052481183,0
116,lead,men,8,Shion,OMATA,JPN,999.99,FISU University Championships Koper 2024,Koper,2024,9,8,18,1,79,96,77,123975371,"OMATA, Shion",6.372233401100289,7.743473500071236,6.210911036515471,1
117,lead,men,9,Johannes,HOFHERR,AUT,8.55,FISU University Championships Koper 2024,Koper,2024,9,8,22,6,25,35,33,9178482,"HOFHERR, Johannes",27.237619466922744,38.13266725369184,35.95365769633802,0
118,boulder,women,1,Janja,GARNBRET,SVN,7.81,IFSC World Cup Keqiao 2024,Keqiao,2024,4,7,25,1,67,40,33,2126324,"GARNBRET, Janja",315.0977931867392,188.1180854846204,155.19742052481183,19
119,boulder,women,2,Camilla,MORONI,ITA,13.03,IFSC World Cup Keqiao 2024,Keqiao,2024,4,7,22,2,24,21,23,58986023,"MORONI, Camilla",4.068760492633992,3.5601654310547435,3.8992288054409094,0
120,boulder,women,3,Zhilu,LUO,CHN,999.99,IFSC World Cup Keqiao 2024,Keqiao,2024,4,7,18,2,30,25,22,1408975000,"LUO, Zhilu",0.2129207402544403,0.1774339502120336,0.15614187618658956,0
121,boulder,women,4,Zélia,AVEZOU,FRA,999.99,IFSC World Cup Keqiao 2024,Keqiao,2024,4,7,19,2,63,60,59,68516699,"AVEZOU, Zélia",9.19483876478054,8.75698929979099,8.611039478127806,0
