,entry_discipline,entry_category,entry_rank,athlete_firstname,athlete_lastname,athlete_country,athlete_speed_personal_best_score,event_name,event_location,event_year,event_month,event_day,athlete_age_at_event,athlete_max_rank,athlete_country_total_gold,athlete_country_total_silver,athlete_country_total_bronze,athlete_country_population,athlete_fullname,athlete_country_gold_per_capita,athlete_country_silver_per_capita,athlete_country_bronze_per_capita,athlete_golds_per_discipline
2387,lead,women,7,Ashima,SHIRAISHI,USA,11.98,IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,Chamonix,2021,7,11,20,2,39,29,28,340110988,"SHIRAISHI, Ashima",1.146684505235685,0.852662837226535,0.82326067042562,0
2388,lead,women,8,Dinara,FAKHRITDINOVA,RUS,11.55,IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,Chamonix,2021,7,11,28,1,52,64,66,143533851,"FAKHRITDINOVA, Dinara",3.622838768535514,4.458878484351402,4.598218436987383,0
2389,lead,women,9,Nolwenn,ARC,FRA,999.99,IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,Chamonix,2021,7,11,21,3,63,60,59,68516699,"ARC, Nolwenn",9.19483876478054,8.75698929979099,8.611039478127806,0
2390,lead,women,10,Eliska,ADAMOVSKA,CZE,13.73,IFSC - Climbing World Cup (L) - Chamonix (FRA) 2021,Chamonix,2021,7,11,20,1,19,22,9,10882164,"ADAMOVSKA, Eliska",17.45976259868901,20.216567219534642,8.2704138625369,1
2391,speed,women,1,Victoire,ANDRIER,FRA,7.23,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",Laval,2021,10,21,25,1,63,60,59,68516699,"ANDRIER, Victoire",9.19483876478054,8.75698929979099,8.611039478127806,1
2392,speed,women,2,Aurelia,SARISSON,FRA,7.19,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",Laval,2021,10,21,23,2,63,60,59,68516699,"SARISSON, Aurelia",9.19483876478054,8.75698929979099,8.611039478127806,0
2393,speed,women,3,Franziska,RITTER,DEU,7.12,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",Laval,2021,10,21,18,1,16,17,21,83510950,"RITTER, Franziska",1.9159164157514674,2.035661191735934,2.514640295673801,2
2394,speed,women,4,Capucine,VIGLIONE,FRA,6.68,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",Laval,2021,10,21,18,1,63,60,59,68516699,"VIGLIONE, Capucine",9.19483876478054,8.75698929979099,8.611039478127806,1
2395,speed,women,5,María,LABORDA SAGASTE,ESP,8.22,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",Laval,2021,10,21,17,2,13,15,10,48807137,"LABORDA SAGASTE, María",2.6635448827904,3.073321018604308,2.048880679069539,0
2396,speed,women,7,Giulia,RANDI ,ITA,6.85,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",Laval,2021,10,21,19,1,24,21,23,58986023,"RANDI , Giulia",4.068760492633992,3.5601654310547435,3.8992288054409094,1
2397,speed,women,8,Beatrice,COLLI,ITA,6.84,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",Laval,2021,10,21,17,2,24,21,23,58986023,"COLLI, Beatrice",4.068760492633992,3.5601654310547435,3.8992288054409094,0
2398,speed,women,9,Lison,GAUTRON,FRA,7.1,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",Laval,2021,10,21,19,2,63,60,59,68516699,"GAUTRON, Lison",9.19483876478054,8.75698929979099,8.611039478127806,0
2399,speed,women,10,Julia,KOCH,DEU,7.68,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",Laval,2021,10,21,21,4,16,17,21,83510950,"KOCH, Julia",1.9159164157514674,2.035661191735934,2.514640295673801,0
2400,lead,women,1,Lynn,VAN DER MEER,NLD,999.99,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",Laval,2021,10,21,22,1,1,0,5,17994237,"VAN DER MEER, Lynn",0.5557334828923283,0.0,2.7786674144616414,1
2401,lead,women,2,Salomé,ROMAIN,FRA,999.99,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",Laval,2021,10,21,25,2,63,60,59,68516699,"ROMAIN, Salomé",9.19483876478054,8.75698929979099,8.611039478127806,0
2402,lead,women,3,Nolwenn,ARC,FRA,999.99,"IFSC Europe - Continental Cup (L,S) - Laval (FRA) 2021",Laval,2021,10,21,21,3,63,60,59,68516699,"ARC, Nolwenn",9.19483876478054,8.75698929979099,8.611039478127806,0
